"","Species","EPU","YEAR","DATA_VALUE","INDICATOR_NAME"
"1","American plaice","GB",1992,1.05468437293292,"mean condition"
"2","American plaice","GOM",1992,0.988264324964616,"mean condition"
"3","American plaice","SS",1992,0.963624608115916,"mean condition"
"4","American plaice","GB",1993,1.11806311103408,"mean condition"
"5","American plaice","GOM",1993,1.02328789467,"mean condition"
"6","American plaice","SS",1993,1.02218386352118,"mean condition"
"7","American plaice","GB",1994,1.11095307297075,"mean condition"
"8","American plaice","GOM",1994,0.994978506677124,"mean condition"
"9","American plaice","SS",1994,1.01353737038991,"mean condition"
"10","American plaice","GB",1995,1.01189999336421,"mean condition"
"11","American plaice","GOM",1995,0.964895549092593,"mean condition"
"12","American plaice","SS",1995,0.939902315435595,"mean condition"
"13","American plaice","GB",1996,1.046714855578,"mean condition"
"14","American plaice","GOM",1996,0.981715722159132,"mean condition"
"15","American plaice","SS",1996,1.03061166770032,"mean condition"
"16","American plaice","GB",1997,1.03721645263523,"mean condition"
"17","American plaice","GOM",1997,0.999064048042219,"mean condition"
"18","American plaice","SS",1997,0.982337814013852,"mean condition"
"19","American plaice","GB",1998,1.03055017517111,"mean condition"
"20","American plaice","GOM",1998,0.996621240610842,"mean condition"
"21","American plaice","SS",1998,0.973728078007801,"mean condition"
"22","American plaice","GB",1999,1.03478701016157,"mean condition"
"23","American plaice","GOM",1999,0.987507212606027,"mean condition"
"24","American plaice","SS",1999,1.00137371120082,"mean condition"
"25","American plaice","GB",2000,0.994408762044035,"mean condition"
"26","American plaice","GOM",2000,0.964244022201513,"mean condition"
"27","American plaice","SS",2000,0.913391052309105,"mean condition"
"28","American plaice","GB",2001,0.964311723182635,"mean condition"
"29","American plaice","GOM",2001,0.955903649029884,"mean condition"
"30","American plaice","SS",2001,0.922824664174847,"mean condition"
"31","American plaice","GB",2002,0.960782162008023,"mean condition"
"32","American plaice","GOM",2002,0.933686280134832,"mean condition"
"33","American plaice","SS",2002,0.937053942554444,"mean condition"
"34","American plaice","GB",2003,0.961413987573338,"mean condition"
"35","American plaice","GOM",2003,0.922310043287202,"mean condition"
"36","American plaice","SS",2003,0.941624930606311,"mean condition"
"37","American plaice","GB",2004,0.928403446670975,"mean condition"
"38","American plaice","GOM",2004,0.905737620023698,"mean condition"
"39","American plaice","SS",2004,0.985517650212006,"mean condition"
"40","American plaice","GB",2005,0.98884017073761,"mean condition"
"41","American plaice","GOM",2005,0.916792429317844,"mean condition"
"42","American plaice","SS",2005,0.915482553232542,"mean condition"
"43","American plaice","GB",2006,1.01006901777361,"mean condition"
"44","American plaice","GOM",2006,0.899426612484425,"mean condition"
"45","American plaice","SS",2006,0.955901210642623,"mean condition"
"46","American plaice","GB",2007,1.0009759069003,"mean condition"
"47","American plaice","GOM",2007,0.902802268571361,"mean condition"
"48","American plaice","SS",2007,1.01341457214792,"mean condition"
"49","American plaice","GB",2008,1.02788181174528,"mean condition"
"50","American plaice","GOM",2008,0.899798076564311,"mean condition"
"51","American plaice","SS",2008,0.977792854393375,"mean condition"
"52","American plaice","GB",2009,0.973265493375129,"mean condition"
"53","American plaice","GOM",2009,0.93182308484857,"mean condition"
"54","American plaice","SS",2009,0.979773658422398,"mean condition"
"55","American plaice","GB",2010,0.96494644800479,"mean condition"
"56","American plaice","GOM",2010,0.940762009975337,"mean condition"
"57","American plaice","SS",2010,0.975355813658488,"mean condition"
"58","American plaice","GB",2011,0.983736304680126,"mean condition"
"59","American plaice","GOM",2011,0.946095209546827,"mean condition"
"60","American plaice","SS",2011,0.943751519554912,"mean condition"
"61","American plaice","GB",2012,0.950991383187116,"mean condition"
"62","American plaice","GOM",2012,0.987116333913039,"mean condition"
"63","American plaice","SS",2012,0.96308193746408,"mean condition"
"64","American plaice","GB",2013,0.988592810415085,"mean condition"
"65","American plaice","GOM",2013,1.00793927947296,"mean condition"
"66","American plaice","SS",2013,1.03918994066674,"mean condition"
"67","American plaice","GB",2014,1.06665503834383,"mean condition"
"68","American plaice","GOM",2014,0.996061681860302,"mean condition"
"69","American plaice","SS",2014,0.985959001348969,"mean condition"
"70","American plaice","GB",2015,1.04107719170604,"mean condition"
"71","American plaice","GOM",2015,1.00798027910502,"mean condition"
"72","American plaice","SS",2015,0.967552462030438,"mean condition"
"73","American plaice","GB",2016,1.00033505690721,"mean condition"
"74","American plaice","GOM",2016,1.01553018113154,"mean condition"
"75","American plaice","SS",2016,0.939627007254046,"mean condition"
"76","American plaice","GOM",2017,0.979808641275257,"mean condition"
"77","American plaice","SS",2017,0.953566818490223,"mean condition"
"78","American plaice","GOM",2018,0.981617769368763,"mean condition"
"79","American plaice","GB",2019,1.02175842968783,"mean condition"
"80","American plaice","GOM",2019,0.944000982411804,"mean condition"
"81","American plaice","SS",2019,0.979122017109829,"mean condition"
"82","American plaice","GB",2021,1.05719548036797,"mean condition"
"83","American plaice","GOM",2021,1.00194971167831,"mean condition"
"84","American plaice","SS",2021,1.02155705606347,"mean condition"
"85","American plaice","GOM",2022,1.02784262676161,"mean condition"
"86","American plaice","GOM",2023,1.00472374288584,"mean condition"
"87","American plaice","SS",2023,0.959728680577838,"mean condition"
"88","American plaice","GB",2024,1.00843716186628,"mean condition"
"89","American plaice","GOM",2024,0.975249120387154,"mean condition"
"90","American plaice","SS",2024,1.04475896111602,"mean condition"
"91","American plaice","GOM",2025,0.995050436815124,"mean condition"
"92","American plaice","SS",2025,0.968992230399369,"mean condition"
